all_diag,dname
UPPER LIMB.,sec011_var001_Allopathic Diagnosis
DIABETIC NEUROPATHY -R LOWER LIMB.,sec011_var001_Allopathic Diagnosis
FROZEN SHOULDER DM MYALGIA,sec011_var001_Allopathic Diagnosis
HYPERCHOLESTEROLEMIA,sec011_var001_Allopathic Diagnosis
HTN INDUCED GLAMERULOSCLEROSIS.,sec011_var001_Allopathic Diagnosis
HTN-,sec011_var001_Allopathic Diagnosis
RENAL DISEASE-,sec011_var001_Allopathic Diagnosis
DM WITH NEUROPATHY,sec011_var001_Allopathic Diagnosis
LBA- WITH SPONDYLITIS,sec011_var001_Allopathic Diagnosis
LBA- WITH SPONDYLITIS DM- PERIPHERAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
VIRAL WART,sec011_var001_Allopathic Diagnosis
HEALTHY INDIVIDUAL,sec011_var001_Allopathic Diagnosis
NEUROPATHY (SENORY -MOTOR ),sec011_var001_Allopathic Diagnosis
SACROILIITIS,sec011_var001_Allopathic Diagnosis
PAINFUL ARCH SYNDROME- SUPRASPINATUS TENDINITIS.,sec011_var001_Allopathic Diagnosis
ROTATOR CUFF SYNDROME - RESOLVING,sec011_var001_Allopathic Diagnosis
LEFT KNEE PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
DM TYPE 2,sec011_var001_Allopathic Diagnosis
PARKINSON'S DISEASE DIABETIC NEUROPATHY,sec011_var001_Allopathic Diagnosis
APD POLYARTHRITIS,sec011_var001_Allopathic Diagnosis
LEFT ELBOW BLUNT INJURY,sec011_var001_Allopathic Diagnosis
PAIN IN FORELEG FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OA BPH,sec011_var001_Allopathic Diagnosis
INSTABILITY OF THE KNEE JOINT FOR EVALUATION,sec011_var001_Allopathic Diagnosis
WEIGHT GAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
CP,sec011_var001_Allopathic Diagnosis
LBA- LISTHESIS,sec011_var001_Allopathic Diagnosis
LBA- SPONDYLOLISTHESIS,sec011_var001_Allopathic Diagnosis
BECKER`S CYST,sec011_var001_Allopathic Diagnosis
OA- OSTEOPENIA POST VIRAL ARTHRITIS,sec011_var001_Allopathic Diagnosis
POST VIRAL ARTHRITI,sec011_var001_Allopathic Diagnosis
OA- OSTEOPENIA POST VIRAL ARTHRITI,sec011_var001_Allopathic Diagnosis
OA - POST VIRAL,sec011_var001_Allopathic Diagnosis
GYNAECOMASTIA,sec011_var001_Allopathic Diagnosis
SHIN SPLINT SYNDROME.,sec011_var001_Allopathic Diagnosis
SHINSPLINT SYNDROME,sec011_var001_Allopathic Diagnosis
ADVANCED OA WITH OSTEOPOROSIS,sec011_var001_Allopathic Diagnosis
BILATERAL CERVICAL RIB,sec011_var001_Allopathic Diagnosis
# 4TH MT,sec011_var001_Allopathic Diagnosis
BACK PAIN  FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
UTRI,sec011_var001_Allopathic Diagnosis
IVDP -L5S1,sec011_var001_Allopathic Diagnosis
PROXIMAL MYOPATHY/LIMB GIRDLE MUSCULAR DYSTROPHY ( LGMD),sec011_var001_Allopathic Diagnosis
POLYMYOSITIS,sec011_var001_Allopathic Diagnosis
VIT D DEFICEINCY,sec011_var001_Allopathic Diagnosis
PROXIMAL MYOPATHY/LIMB GIRDLE MUSCULAR DYSTROPHY ( LGMD) POLYMYOSITIS,sec011_var001_Allopathic Diagnosis
DM- PERIPHERAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
SERO NEGATIVE RA,sec011_var001_Allopathic Diagnosis
DM -T2,sec011_var001_Allopathic Diagnosis
DM WITH HYPOTHYROIDISM,sec011_var001_Allopathic Diagnosis
TENOSINUVITIS/FROZEN SHOULDER,sec011_var001_Allopathic Diagnosis
TENOSINUVITIS / FROZEN SHOULDER,sec011_var001_Allopathic Diagnosis
CTS,sec011_var001_Allopathic Diagnosis
DEQUERVAIONS TENOSYNOVITIS,sec011_var001_Allopathic Diagnosis
SYRINGOHYDROMYLEIA,sec011_var001_Allopathic Diagnosis
PARKINSONS PLUS-DLBD,sec011_var001_Allopathic Diagnosis
ANKLYLOSING SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
RA ANKLYLOSING SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
OA- SYNOVITIS,sec011_var001_Allopathic Diagnosis
ALD WITH PORTAL HTN & ASCITIS,sec011_var001_Allopathic Diagnosis
EARLY FATTY LIVER - ALD,sec011_var001_Allopathic Diagnosis
FROZEN SHOULDER EARLY FATTY LIVER - ALD,sec011_var001_Allopathic Diagnosis
SCLEROTIC  AORTIC VALVE,sec011_var001_Allopathic Diagnosis
OBESITYOA,sec011_var001_Allopathic Diagnosis
PD EARLY,sec011_var001_Allopathic Diagnosis
OLIGOSPERMIA,sec011_var001_Allopathic Diagnosis
ASTHENOSPERMIA,sec011_var001_Allopathic Diagnosis
VERICOCELE B/L,sec011_var001_Allopathic Diagnosis
EPIDIDYMITIS R.,sec011_var001_Allopathic Diagnosis
OLIGOASTHENO SPERMIA,sec011_var001_Allopathic Diagnosis
BURSISTIS. SUPRAPATELLAR,sec011_var001_Allopathic Diagnosis
HHD,sec011_var001_Allopathic Diagnosis
ANASARCA,sec011_var001_Allopathic Diagnosis
DM T2 WITH OVER WEIGHT,sec011_var001_Allopathic Diagnosis
INTERNAL HEMORHOIDS,sec011_var001_Allopathic Diagnosis
POST MENOPAUSAL SPOTTING FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
POST VIRAL ARHTIRIS,sec011_var001_Allopathic Diagnosis
POLYARTHRITIS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
RECTOCELE,sec011_var001_Allopathic Diagnosis
OLD CASE OF FILARIASIS,sec011_var001_Allopathic Diagnosis
MD- PELVIC GIRDLE SYNDROME.,sec011_var001_Allopathic Diagnosis
RHEUMATOID ARTHRITIS -JUVENILE,sec011_var001_Allopathic Diagnosis
OSTEOPENIA- BORDERLINE,sec011_var001_Allopathic Diagnosis
MIDLINE HERNIA,sec011_var001_Allopathic Diagnosis
VENOUS STASIS ECZEMA,sec011_var001_Allopathic Diagnosis
HOARSENESS OF VOICE FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OA LBA APD,sec011_var001_Allopathic Diagnosis
OBESITY GRADE 1,sec011_var001_Allopathic Diagnosis
AV BLOCK WITH PACE MAKER,sec011_var001_Allopathic Diagnosis
WEAKNESO OF LEG FOR EVALAUTION.,sec011_var001_Allopathic Diagnosis
POST CHOLECYSTECTOMY STATUS,sec011_var001_Allopathic Diagnosis
CIRRHOSIS(EARLY STAGE,sec011_var001_Allopathic Diagnosis
SGOT,sec011_var001_Allopathic Diagnosis
T BILIRUBIN +),sec011_var001_Allopathic Diagnosis
#  5TH METATARSAL BONE -LEFT,sec011_var001_Allopathic Diagnosis
RIGHT LEG PAIN,sec011_var001_Allopathic Diagnosis
POST GB SURGERY,sec011_var001_Allopathic Diagnosis
OSTEOMYLITIS - UNDER TREATMENT,sec011_var001_Allopathic Diagnosis
GOUTY,sec011_var001_Allopathic Diagnosis
ANKLE PAIN,sec011_var001_Allopathic Diagnosis
LBA FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
FATTY ATROPHY,sec011_var001_Allopathic Diagnosis
APD- RESOLVED,sec011_var001_Allopathic Diagnosis
TYPE -2 DM,sec011_var001_Allopathic Diagnosis
NON SPECIFIC MYALGIA/SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
L SPONSYLITIS.,sec011_var001_Allopathic Diagnosis
C SPONDYLITIS. L SPONSYLITIS,sec011_var001_Allopathic Diagnosis
( POLYMYOSITIS/DERMATOMYOSITIS,sec011_var001_Allopathic Diagnosis
-DM,sec011_var001_Allopathic Diagnosis
ACL TEAR LEFT KNEE,sec011_var001_Allopathic Diagnosis
OPHTHOUS ULCER,sec011_var001_Allopathic Diagnosis
LEFT MLC  TEAR,sec011_var001_Allopathic Diagnosis
LBA- #L1,sec011_var001_Allopathic Diagnosis
CHONDROMALACIA PATELLA,sec011_var001_Allopathic Diagnosis
IHD CAD & CCF,sec011_var001_Allopathic Diagnosis
ATRIAL FIBRILLATION WITH CONTROLLED VENTRICULAR RATE,sec011_var001_Allopathic Diagnosis
ACUTE PANCREATITIS,sec011_var001_Allopathic Diagnosis
WEAKNESS -EVALUATION,sec011_var001_Allopathic Diagnosis
IHD ATRIAL FIBRILLATION CKD DM T2,sec011_var001_Allopathic Diagnosis
ATRIAL FIBRILLATION,sec011_var001_Allopathic Diagnosis
IHD CAD & CCF ATRIAL FIBRILLATION WITH CONTROLLED VENTRICULAR RATE HTN CKD DM- PERIPHERAL,sec011_var001_Allopathic Diagnosis
NEUROPATHY ACUTE PANCREATITIS,sec011_var001_Allopathic Diagnosis
IHD ATRIAL FIBRILLATION,sec011_var001_Allopathic Diagnosis
K/C OF CORONARY ARTERY DISEASE.,sec011_var001_Allopathic Diagnosis
TRIPPLE VESSEL DISEASE,sec011_var001_Allopathic Diagnosis
CAROTID ARTERY DISEASE.,sec011_var001_Allopathic Diagnosis
BLACKISH DISCOLORATION OF NAIL,sec011_var001_Allopathic Diagnosis
UTERINE FIBROIDS/ HAEMORRHAGIC CYST IN RIGHT OVARY/ ENDOMETRILA HYPERPLASIA,sec011_var001_Allopathic Diagnosis
LOW BACK PAIN- EARLY LUMBAR SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
RIGHT OVARIAN SIMPLE CYST,sec011_var001_Allopathic Diagnosis
RIGHT OVARIAN CYST,sec011_var001_Allopathic Diagnosis
MED COL LIG -STRAIN,sec011_var001_Allopathic Diagnosis
MENISCAL INJURY,sec011_var001_Allopathic Diagnosis
OA MED COL LIG -STRAIN MENISCAL INJURY,sec011_var001_Allopathic Diagnosis
HYPERCHOLTREMIA,sec011_var001_Allopathic Diagnosis
PEDAL ODEMA FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OA WIL MCL,sec011_var001_Allopathic Diagnosis
MENISCI STRAIN,sec011_var001_Allopathic Diagnosis
OA LBA,sec011_var001_Allopathic Diagnosis
BLOATING,sec011_var001_Allopathic Diagnosis
ANA :+(,sec011_var001_Allopathic Diagnosis
NASAL ADENOIDS,sec011_var001_Allopathic Diagnosis
PREVIOUSLY DIAGNOSED AS SLEEP APNEA,sec011_var001_Allopathic Diagnosis
CONSTIPATION FOR EVALUATION,sec011_var001_Allopathic Diagnosis
AVASCULAR NECROSIS / OA,sec011_var001_Allopathic Diagnosis
NON SPECIFIC ARTHRITIS,sec011_var001_Allopathic Diagnosis
R BAKER'S CYST,sec011_var001_Allopathic Diagnosis
VOCAL CORD PALSY.,sec011_var001_Allopathic Diagnosis
LOWER LIMB EDEMA  FOR EVALUATION,sec011_var001_Allopathic Diagnosis
VOCAL CORD PALSY. LOWER LIMB EDEMA FOR EVALUATION,sec011_var001_Allopathic Diagnosis
VOCAL CORD PALSY,sec011_var001_Allopathic Diagnosis
HEALTHY,sec011_var001_Allopathic Diagnosis
INFERTILITY,sec011_var001_Allopathic Diagnosis
L4-5 DISC BULGE,sec011_var001_Allopathic Diagnosis
WITH IMPINGEMENT ON L5 NERVE ROOT.,sec011_var001_Allopathic Diagnosis
FLANK PAIN,sec011_var001_Allopathic Diagnosis
FOOR PAIN FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
FOOT PAIN FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
DE-QUERVAINS SYNDROME,sec011_var001_Allopathic Diagnosis
SENSORY ATAXIA SECONDARY TO SPINAL LESION,sec011_var001_Allopathic Diagnosis
AXONAL NEUROPATHY.,sec011_var001_Allopathic Diagnosis
DM AXONAL NEUROPATHY.,sec011_var001_Allopathic Diagnosis
DM AXONAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
MODERATE DEGENERATIVE SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
MULTI LEVEL SCHMORL'S NODE IMPRESSION,sec011_var001_Allopathic Diagnosis
MULTI LEVEL HEMANGIOMA NOTED,sec011_var001_Allopathic Diagnosis
LBA LUMBAR SPONDYLOSIS CERVICAL SPONDYLOSIS OA,sec011_var001_Allopathic Diagnosis
POLYARTHRITIS OA,sec011_var001_Allopathic Diagnosis
PARTIAL THICKNESS TEAR EXTENDING TO SUPRASPINATUS TENDON,sec011_var001_Allopathic Diagnosis
MILD SPRAIN _ILIOSACRL JT,sec011_var001_Allopathic Diagnosis
PUO,sec011_var001_Allopathic Diagnosis
FIBROCYSTIC BREAST DISEASE,sec011_var001_Allopathic Diagnosis
RESPIRATORY ISSUES,sec011_var001_Allopathic Diagnosis
ACHILLES TENDON BURSITIS,sec011_var001_Allopathic Diagnosis
GDD WITH HISTORY OF SEIZURES/ PERINATAL INSULT,sec011_var001_Allopathic Diagnosis
PAIN & SWELLING IN LOWER LIMBS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
SJOGREN'S SYNDROME,sec011_var001_Allopathic Diagnosis
HENOCH-SCHONLEIN PURPURA (HSP),sec011_var001_Allopathic Diagnosis
LBA WEAKNESS IN LOWER LIMBS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
WEAKNESS IN LOWER LIMBS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
CERVICAL MUSCLE SPASM,sec011_var001_Allopathic Diagnosis
LBA- SACROILITIS,sec011_var001_Allopathic Diagnosis
OA- PATELLO FEMORAL ARTHRITIS,sec011_var001_Allopathic Diagnosis
OA- PATELLO FEMORAL ARTHRITIS BAKERS CYST,sec011_var001_Allopathic Diagnosis
CONVULSIVE DISORDERS,sec011_var001_Allopathic Diagnosis
OA- 2 STAGE,sec011_var001_Allopathic Diagnosis
RA- ADVANCED,sec011_var001_Allopathic Diagnosis
OA OSTEOPOROSIS,sec011_var001_Allopathic Diagnosis
CERVICITIS,sec011_var001_Allopathic Diagnosis
NEUROPATHY- PERIPHERAL ( STOCK GLOVE ),sec011_var001_Allopathic Diagnosis
L4-5 GRADE 1 SPONDYLOLISTHESIS,sec011_var001_Allopathic Diagnosis
OA - KNEE,sec011_var001_Allopathic Diagnosis
CMPD( CHRONIC MYELOPROLOFERATIVE DISORDER ),sec011_var001_Allopathic Diagnosis
TRGGER FINGER,sec011_var001_Allopathic Diagnosis
OA- OSTEOPPENIA,sec011_var001_Allopathic Diagnosis
CALF MUSCLE PAIN,sec011_var001_Allopathic Diagnosis
METABOLIC SYNDROME(PRE DIABETIC,sec011_var001_Allopathic Diagnosis
DYSLIPIDEMIA ),sec011_var001_Allopathic Diagnosis
METABOLIC SYNDROME - PRE DIABETIC,sec011_var001_Allopathic Diagnosis
DM - DUE TO PANCREATIC DEFECT,sec011_var001_Allopathic Diagnosis
OSTEOARTHRITIS OF RT KNEE,sec011_var001_Allopathic Diagnosis
PRE-DM,sec011_var001_Allopathic Diagnosis
OBESITY GRADE - 1,sec011_var001_Allopathic Diagnosis
OBESITY  GRADE - 2,sec011_var001_Allopathic Diagnosis
BED WETTING,sec011_var001_Allopathic Diagnosis
RENAL CALCULI-L,sec011_var001_Allopathic Diagnosis
OA- OSTEOPENIA LBA APD,sec011_var001_Allopathic Diagnosis
PRE DIABETIC STAGE,sec011_var001_Allopathic Diagnosis
OBESITY GRADE - 2,sec011_var001_Allopathic Diagnosis
TENDONITIS,sec011_var001_Allopathic Diagnosis
HYPERLIPIDAEMIA WITH OBESITY,sec011_var001_Allopathic Diagnosis
EARLY OA WITH  ANSARINE BURSITIS,sec011_var001_Allopathic Diagnosis
EARLY OA WITH ANSARINE BURSITIS,sec011_var001_Allopathic Diagnosis
TENNIS,sec011_var001_Allopathic Diagnosis
CHRONIC FISSURE IN ANO,sec011_var001_Allopathic Diagnosis
GLIOBLASTOMA,sec011_var001_Allopathic Diagnosis
OBESITY WITH DM T2,sec011_var001_Allopathic Diagnosis
HYPERTRIGLYRIIDIMEIA WITH HYPERACDITY & DMT1,sec011_var001_Allopathic Diagnosis
HYPERACIDITY WITH ANEMIA,sec011_var001_Allopathic Diagnosis
VARICOSE VEINS WITH POSITIVE RA FACTOR,sec011_var001_Allopathic Diagnosis
HYPOTHYROIDISM WITH OBESITY,sec011_var001_Allopathic Diagnosis
MUSCULAR PAIN-LEFT SHIN,sec011_var001_Allopathic Diagnosis
BAKER'S CYST -LEFT KNEE.,sec011_var001_Allopathic Diagnosis
VIRAL OSTEOARTHRITIS,sec011_var001_Allopathic Diagnosis
OSTEARTHRITIS,sec011_var001_Allopathic Diagnosis
RA OA,sec011_var001_Allopathic Diagnosis
ALLERGIC ARTHRITIS,sec011_var001_Allopathic Diagnosis
SCIATICA/ CERVICAL SPONDYLOSIS/ AVN,sec011_var001_Allopathic Diagnosis
OA WITH EFFUSION,sec011_var001_Allopathic Diagnosis
DELTOID INJURY - RESOLVED,sec011_var001_Allopathic Diagnosis
SOFT TISSUE INJURY - LEFT KNEE,sec011_var001_Allopathic Diagnosis
SOFT TISSUE INJURY - LEFT KNEE OA,sec011_var001_Allopathic Diagnosis
DMT2 WITH HYPER ACIDITY,sec011_var001_Allopathic Diagnosis
RT  RENAL CORTICAL CYST,sec011_var001_Allopathic Diagnosis
WITH HYPERTRIGLYCERAMIA,sec011_var001_Allopathic Diagnosis
WITH HEMORRHOIDS,sec011_var001_Allopathic Diagnosis
OA- KNEE  7 RIGHT SHOULDER,sec011_var001_Allopathic Diagnosis
CVA- OLD,sec011_var001_Allopathic Diagnosis
SECONDARY  - OBESITY - GRADE 3,sec011_var001_Allopathic Diagnosis
PROSTATOMEGALLY WITH HYPOTHYROIDISM,sec011_var001_Allopathic Diagnosis
LUMBAR MUSCLE SPASM,sec011_var001_Allopathic Diagnosis
LOWER BACK FOR EVALUATION,sec011_var001_Allopathic Diagnosis
DMT2 WITH OVERWEIGHT,sec011_var001_Allopathic Diagnosis
SHOULDR PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
KNEE JOINT PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
DISC BULGE L5-S1,sec011_var001_Allopathic Diagnosis
OBESITY - GRADE -1,sec011_var001_Allopathic Diagnosis
LOWER BACK FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
DMT2 WITH HYPERLIPEDEMIA,sec011_var001_Allopathic Diagnosis
IHD DM ARD,sec011_var001_Allopathic Diagnosis
POST- TRAUMATIC BRAIN INJURY - LEFT FRONTO-PERITAL SUBDURAL HEMORRHAGE,sec011_var001_Allopathic Diagnosis
RIGHT MASTOID HEMOSINUS,sec011_var001_Allopathic Diagnosis
RIGHT TEMPORAL BONE FRACTURE,sec011_var001_Allopathic Diagnosis
ARD POST- TRAUMATIC BRAIN INJURY - LEFT FRONTO-PERITAL SUBDURAL HEMORRHAGE,sec011_var001_Allopathic Diagnosis
RIGHT MASTOID,sec011_var001_Allopathic Diagnosis
HEMOSINUS,sec011_var001_Allopathic Diagnosis
AUTOIMMUNE JOINT PAINS,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY BILATERAL,sec011_var001_Allopathic Diagnosis
RIGHT PERONEAL NERVE PALSY,sec011_var001_Allopathic Diagnosis
VARICOSE VEINS WITH OSTEO ARTHRITIS,sec011_var001_Allopathic Diagnosis
DIVERTICULITIS,sec011_var001_Allopathic Diagnosis
DIVERTICULITIS OA,sec011_var001_Allopathic Diagnosis
CERVICAL SPODYLOSIS.,sec011_var001_Allopathic Diagnosis
DIVERICULITIS,sec011_var001_Allopathic Diagnosis
CERVICAL SPODYLOSIS. OA DIVERICULITIS,sec011_var001_Allopathic Diagnosis
MIGRAINE.,sec011_var001_Allopathic Diagnosis
HEAD ACHE.,sec011_var001_Allopathic Diagnosis
LOW BACK PAIN WITH OSTEO ARTHRITIS,sec011_var001_Allopathic Diagnosis
OBESITY-I,sec011_var001_Allopathic Diagnosis
MUSCLE STRETCH/CATCH,sec011_var001_Allopathic Diagnosis
TO BE EVALUATED,sec011_var001_Allopathic Diagnosis
PAIN IN LEFT THIGH,sec011_var001_Allopathic Diagnosis
WEAKNESS OF LEG FOR EVALUATION,sec011_var001_Allopathic Diagnosis
MASTOID PLEOMORPHIC ADENOMA,sec011_var001_Allopathic Diagnosis
EARLY ONSET PARKINSON'S,sec011_var001_Allopathic Diagnosis
OBESITY INDUCED ARTHRITIS,sec011_var001_Allopathic Diagnosis
LUMBAR STRAIN,sec011_var001_Allopathic Diagnosis
GRADE -2 OBESITY,sec011_var001_Allopathic Diagnosis
CARDIAC SARCOIDOSIS,sec011_var001_Allopathic Diagnosis
DILATED CARDIO MYOPATHY,sec011_var001_Allopathic Diagnosis
ARTHRITIS - KNEE JOINT,sec011_var001_Allopathic Diagnosis
PARKINSONISM DM IHD,sec011_var001_Allopathic Diagnosis
VERICOSE VEINS B/L,sec011_var001_Allopathic Diagnosis
OA VERICOSE VEINS B/L,sec011_var001_Allopathic Diagnosis
CYSTOCELE /RECTOCELE,sec011_var001_Allopathic Diagnosis
OBESITY GRDAE - 2,sec011_var001_Allopathic Diagnosis
SCIATICA-DIFFUSE ANNULAR BULGE WITH POSTERIOR CENTRAL DISC PROTRUSION AT L4-5,sec011_var001_Allopathic Diagnosis
C T SYNDROME - LEFT HAND,sec011_var001_Allopathic Diagnosis
CERVICAL SPONDYLOSIS- L- RADICULOPATHY.,sec011_var001_Allopathic Diagnosis
CALF MUSCLE SPASM( CA DEPLETION,sec011_var001_Allopathic Diagnosis
OA CALF MUSCLE SPASM( CA DEPLETION,sec011_var001_Allopathic Diagnosis
OA- LEFTY SHOULDER,sec011_var001_Allopathic Diagnosis
VASO SPASM,sec011_var001_Allopathic Diagnosis
DISLOCATION OF THE ELBOW JOINT(LEFT),sec011_var001_Allopathic Diagnosis
BURSITIS ( ACHILIS TENDON WITH CALCIFICATION,sec011_var001_Allopathic Diagnosis
) BOTH HEELS,sec011_var001_Allopathic Diagnosis
BURSITIS( NACHILIS TENDON CALCIFICATION),sec011_var001_Allopathic Diagnosis
LEARNING DISABILITY,sec011_var001_Allopathic Diagnosis
DM T2 WITH DYSLIPIDEMIA,sec011_var001_Allopathic Diagnosis
GRADE 2 SPONDYLOLISTHESIS OF L5 OVER S1,sec011_var001_Allopathic Diagnosis
EARLY CKD,sec011_var001_Allopathic Diagnosis
LUMBAR & CERVICAL SPONDYLITIS,sec011_var001_Allopathic Diagnosis
OIA,sec011_var001_Allopathic Diagnosis
LBA-SPINAL CANAL STENOSIS AT L2-L5,sec011_var001_Allopathic Diagnosis
GASTRITIS/ANXIETY DISORDER,sec011_var001_Allopathic Diagnosis
PLEURAL EFFUSION,sec011_var001_Allopathic Diagnosis
BAKER'S CYST L,sec011_var001_Allopathic Diagnosis
2.VARICOSE VEINS.,sec011_var001_Allopathic Diagnosis
CARDIOMYOPATHY WITH ICD IMPLANT.,sec011_var001_Allopathic Diagnosis
SLEEP APNOEA,sec011_var001_Allopathic Diagnosis
OBESITY CH SINUSITIS,sec011_var001_Allopathic Diagnosis
DYSLIPIDEMIA.,sec011_var001_Allopathic Diagnosis
CH SINUSITIS,sec011_var001_Allopathic Diagnosis
NON SPECIFIC MYALKGIA,sec011_var001_Allopathic Diagnosis
OA- VERY EARLY -SUB TALAR AREA,sec011_var001_Allopathic Diagnosis
NON SPECIFIC PAIN,sec011_var001_Allopathic Diagnosis
HYPOCHODIOSIS,sec011_var001_Allopathic Diagnosis
POST CHIKUN GUNYA,sec011_var001_Allopathic Diagnosis
LOWER BACK PAIN FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
ABDOMINAL OBESITY,sec011_var001_Allopathic Diagnosis
RIGHT SPRAINED BIG TOE( TURF TOE),sec011_var001_Allopathic Diagnosis
SCOLIASIS,sec011_var001_Allopathic Diagnosis
IVDP WITH SCOLIOSIS,sec011_var001_Allopathic Diagnosis
HAEMMORHOIDS,sec011_var001_Allopathic Diagnosis
CERVICAL PARAMUSCLE SPASM,sec011_var001_Allopathic Diagnosis
CERVICAL PARASPINAL SPASM,sec011_var001_Allopathic Diagnosis
RIGHT CARPAL SYNDROME.,sec011_var001_Allopathic Diagnosis
RIGHT CARPAL TUNNEL SYNDROME. POST VIRAL ARTHRITIS,sec011_var001_Allopathic Diagnosis
SERONEGATIVE ARTHRITIS,sec011_var001_Allopathic Diagnosis
DM - NEUROPATHY.,sec011_var001_Allopathic Diagnosis
OA WITH BAKERS CYST .,sec011_var001_Allopathic Diagnosis
"DEQUERVAIN""""S SYNDROME.",sec011_var001_Allopathic Diagnosis
VAGINITIS/PID,sec011_var001_Allopathic Diagnosis
NECK PAIN( CERVICAL,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS),sec011_var001_Allopathic Diagnosis
LBA NECK PAIN( CERVICAL,sec011_var001_Allopathic Diagnosis
NON-SPECIFIC MYALGIA,sec011_var001_Allopathic Diagnosis
GEN WEAKNESS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OA GEN WEAKNESS FOR EVALUATION,sec011_var001_Allopathic Diagnosis
OA VERICOSE VEINS,sec011_var001_Allopathic Diagnosis
CHOLELETHIASIS,sec011_var001_Allopathic Diagnosis
AUTO IMMUNE DISORDER - JUVENILE ARTHRITIS,sec011_var001_Allopathic Diagnosis
STEOARTHRITIS KNEE+VARICOSITIES,sec011_var001_Allopathic Diagnosis
LUMBAR CANALSTENOSIS,sec011_var001_Allopathic Diagnosis
CERVICAL MYELOMALACIA PERIPHERAL NEUROPATHY-DM,sec011_var001_Allopathic Diagnosis
MIGRATING,sec011_var001_Allopathic Diagnosis
HAND NUMBNESS FOR EVALUATION.,sec011_var001_Allopathic Diagnosis
DM- NEPHROPATHY,sec011_var001_Allopathic Diagnosis
DM T2 - NEWLY DETECTED,sec011_var001_Allopathic Diagnosis
DM T2 WITH HYPOTHYROIDISM,sec011_var001_Allopathic Diagnosis
OBESITY WITH PCOD,sec011_var001_Allopathic Diagnosis
BACKACHE FOR EVALUATION,sec011_var001_Allopathic Diagnosis
FOOT PAIN - MYALGIA-PLANTARIS MUSCLE,sec011_var001_Allopathic Diagnosis
GB SYNDROME- RESIDUAL SYMPTOMS.,sec011_var001_Allopathic Diagnosis
OBESITY  GRADE -2,sec011_var001_Allopathic Diagnosis
LBA APD,sec011_var001_Allopathic Diagnosis
OBESITY - IATROGENIC,sec011_var001_Allopathic Diagnosis
COSTIPATION- ON,sec011_var001_Allopathic Diagnosis
OFF 20 YRS,sec011_var001_Allopathic Diagnosis
K/C DEPRESSION_10 YRS,sec011_var001_Allopathic Diagnosis
K/C BPH-8 YRS,sec011_var001_Allopathic Diagnosis
K/C DM -6 MONTHS,sec011_var001_Allopathic Diagnosis
ALCOHOLISM,sec011_var001_Allopathic Diagnosis
DM T2 WITH ALLERGIC BRONCHITIS,sec011_var001_Allopathic Diagnosis
SPONDYLOSIS- CERVICAL/ LUMBAR,sec011_var001_Allopathic Diagnosis
LOW BACK PAIN- SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
SERO- NEGATIVE RHEUMATOID ARTHRITIS,sec011_var001_Allopathic Diagnosis
RIGHT CARPEL TUNNEL SYNDROME,sec011_var001_Allopathic Diagnosis
LOW BACK PAIN-  DISC DESICATION AT L3-4,sec011_var001_Allopathic Diagnosis
L4-5,sec011_var001_Allopathic Diagnosis
LIPHOHEMANGIOMA AT L2,sec011_var001_Allopathic Diagnosis
DORSAL SPINE- DISC DESSICATION AT D7-8,sec011_var001_Allopathic Diagnosis
